match_id,ball_type,draw_bracket_value,draw_name,draw_team_type,tournament_name,date,score,winner_1_name,winner_1_gender,winner_1_third_party_id,winner_1_city,winner_1_country,winner_1_state,winner_2_name,winner_2_gender,winner_2_third_party_id,winner_2_city,winner_2_state,loser_1_name,loser_1_gender,loser_1_third_party_id,loser_1_city,loser_1_state,loser_1_country,loser_2_name,loser_2_gender,loser_2_third_party_id,loser_2_city,loser_2_state,outcome,id_type,draw_gender,draw_bracket_type,draw_type,tournament_city,tournament_state,tournament_country_code,tournament_host,tournament_location_type,tournament_surface,tournament_event_category,tournament_event_grade,tournament_import_source,tournament_sanction_body,winner_2_country,winner_2_college,loser_2_country,loser_2_college,tournament_event_type,winner_1_college,loser_1_college,tournament_url,winner_1_dob,winner_2_dob,loser_1_dob,loser_2_dob,tournament_country,tournament_start_date,tournament_end_date,winner_team,loser_team,team_score,winner_team_type,loser_team_type
,Yellow,,#5 Singles,Singles,Dual Match: University of Tennessee vs Old Dominion University - Women,5/1/26,"6-3, 6-3;","Mattioli, Francesca",F,,,,,,,,,,"Rasskouskaia, Lidiia",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,University of Tennessee,Old Dominion University,https://utsports.com/sports/womens-tennis/stats/2025-26/old-dominion/boxscore/30068,,,,,USA,5/1/26,5/1/26,University of Tennessee,Old Dominion University,4-2;,College,College
,Yellow,,#6 Singles,Singles,Dual Match: University of Tennessee vs Old Dominion University - Women,5/1/26,"6-2, 6-4;","Markina, Marina",F,,,,,,,,,,"Yli-Piipari, Saray",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Old Dominion University,University of Tennessee,https://utsports.com/sports/womens-tennis/stats/2025-26/old-dominion/boxscore/30068,,,,,USA,5/1/26,5/1/26,University of Tennessee,Old Dominion University,4-2;,College,College
,Yellow,,#1 Doubles,Doubles,Dual Match: University of Rhode Island vs George Mason University - Women,04/22/2026,6-3;,"Fernando, Nikki",F,,,,,"Helgesen, Kajsa",F,,,,"Liu, Cenan",F,,,,,"Young, Mary",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,University of Rhode Island,,George Mason University,Dual Match,University of Rhode Island,George Mason University,https://gomason.com/sports/womens-tennis/stats/2025-26/university-of-rhode-island/boxscore/14096,,,,,USA,04/22/2026,04/22/2026,University of Rhode Island,George Mason University,4-1;,College,College
,Yellow,,#2 Doubles,Doubles,Dual Match: University of Rhode Island vs George Mason University - Women,04/22/2026,3-5;,"Siegel, Brooklyn",F,,,,,"Bayat, Maya",F,,,,"Darcy, Grace",F,,,,,"Pettersson, Anastasia",F,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,George Mason University,,University of Rhode Island,Dual Match,George Mason University,University of Rhode Island,https://gomason.com/sports/womens-tennis/stats/2025-26/university-of-rhode-island/boxscore/14096,,,,,USA,04/22/2026,04/22/2026,University of Rhode Island,George Mason University,4-1;,College,College
,Yellow,,#3 Doubles,Doubles,Dual Match: University of Rhode Island vs George Mason University - Women,04/22/2026,6-4;,"Herrman, Sophie",F,,,,,"Grnja, Ava",F,,,,"Talarek, Noelle",F,,,,,"Ramanantoanina, Ravaka Noemie",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,University of Rhode Island,,George Mason University,Dual Match,University of Rhode Island,George Mason University,https://gomason.com/sports/womens-tennis/stats/2025-26/university-of-rhode-island/boxscore/14096,,,,,USA,04/22/2026,04/22/2026,University of Rhode Island,George Mason University,4-1;,College,College
,Yellow,,#2 Doubles,Doubles,Dual Match: Flagler College vs Barry University - Men,05/24/2026,5-3;,"Kana, Filip",M,,,,,"El Rafie, Aly",M,,,,"Lynch, Adam",M,,,,,"Machado, Thomas",M,,,,Unfinished,,Male,,,,,USA,,,,,,College,College,,Flagler College,,Barry University,Dual Match,Flagler College,Barry University,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/flagler/boxscore/15144,,,,,USA,05/24/2026,05/24/2026,Flagler College,Barry University,4-3;,College,College
,Yellow,,#3 Doubles,Doubles,Dual Match: Flagler College vs Barry University - Men,05/24/2026,6-4;,"Rafiq, Anis",M,,,,,"Hradilek, Oliver",M,,,,"Kodjoed, Yan",M,,,,,"Chapuis, Antonin",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,Flagler College,,Barry University,Dual Match,Flagler College,Barry University,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/flagler/boxscore/15144,,,,,USA,05/24/2026,05/24/2026,Flagler College,Barry University,4-3;,College,College
,Yellow,,#1 Singles,Singles,Dual Match: Flagler College vs Barry University - Men,05/24/2026,"6-7(2), 6-1, 6-3;","Malis, Simon",M,,,,,,,,,,"Trione, Riccardo",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Flagler College,Barry University,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/flagler/boxscore/15144,,,,,USA,05/24/2026,05/24/2026,Flagler College,Barry University,4-3;,College,College
,Yellow,,#2 Singles,Singles,Dual Match: Flagler College vs Barry University - Men,05/24/2026,"6-2, 6-1;","Rafiq, Anis",M,,,,,,,,,,"Kodjoed, Yan",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Flagler College,Barry University,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/flagler/boxscore/15144,,,,,USA,05/24/2026,05/24/2026,Flagler College,Barry University,4-3;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: Flagler College vs Barry University - Men,05/24/2026,"7-6(3), 6-1;","Lynch, Adam",M,,,,,,,,,,"Borlee, Ilian",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Barry University,Flagler College,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/flagler/boxscore/15144,,,,,USA,05/24/2026,05/24/2026,Flagler College,Barry University,4-3;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: Flagler College vs Barry University - Men,05/24/2026,"6-2, 1-6, 7-6(3);","El Rafie, Aly",M,,,,,,,,,,"Machado, Thomas",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Flagler College,Barry University,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/flagler/boxscore/15144,,,,,USA,05/24/2026,05/24/2026,Flagler College,Barry University,4-3;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: Flagler College vs Barry University - Men,05/24/2026,"2-6, 6-1, 6-0;","Azoulay, Elie",M,,,,,,,,,,"Kana, Filip",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Barry University,Flagler College,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/flagler/boxscore/15144,,,,,USA,05/24/2026,05/24/2026,Flagler College,Barry University,4-3;,College,College
,Yellow,,#6 Singles,Singles,Dual Match: Flagler College vs Barry University - Men,05/24/2026,"6-2, 7-5;","Dillon, Cooper",M,,,,,,,,,,"Hradilek, Oliver",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Barry University,Flagler College,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/flagler/boxscore/15144,,,,,USA,05/24/2026,05/24/2026,Flagler College,Barry University,4-3;,College,College
,Yellow,,#1 Doubles,Doubles,Dual Match: Barry University vs Catawba College - Men,05/23/2026,6-1;,"Trione, Riccardo",M,,,,,"Cavalleri, Simone",M,,,,"Bergonzi, Luca",M,,,,,"Mastri, Agustin",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,Barry University,,Catawba College,Dual Match,Barry University,Catawba College,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/catawba/boxscore/15143,,,,,USA,05/23/2026,05/23/2026,Barry University,Catawba College,4-0;,College,College
,Yellow,,#2 Doubles,Doubles,Dual Match: Barry University vs Catawba College - Men,05/23/2026,5-3;,"Alen, Bill",M,,,,,"Passoni, Santiago",M,,,,"Lynch, Adam",M,,,,,"Machado, Thomas",M,,,,Unfinished,,Male,,,,,USA,,,,,,College,College,,Catawba College,,Barry University,Dual Match,Catawba College,Barry University,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/catawba/boxscore/15143,,,,,USA,05/23/2026,05/23/2026,Barry University,Catawba College,4-0;,College,College
,Yellow,,#3 Doubles,Doubles,Dual Match: Barry University vs Catawba College - Men,05/23/2026,6-1;,"Kodjoed, Yan",M,,,,,"Chapuis, Antonin",M,,,,"Berne, Mateo",M,,,,,"Valletta, Alessandro",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,Barry University,,Catawba College,Dual Match,Barry University,Catawba College,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/catawba/boxscore/15143,,,,,USA,05/23/2026,05/23/2026,Barry University,Catawba College,4-0;,College,College
,Yellow,,#1 Singles,Singles,Dual Match: Barry University vs Catawba College - Men,05/23/2026,"7-6(1), 0-4;","Mastri, Agustin",M,,,,,,,,,,"Trione, Riccardo",M,,,,,,,,,,Unfinished,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Catawba College,Barry University,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/catawba/boxscore/15143,,,,,USA,05/23/2026,05/23/2026,Barry University,Catawba College,4-0;,College,College
,Yellow,,#2 Singles,Singles,Dual Match: Barry University vs Catawba College - Men,05/23/2026,"6-4, 6-3;","Kodjoed, Yan",M,,,,,,,,,,"Passoni, Santiago",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Barry University,Catawba College,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/catawba/boxscore/15143,,,,,USA,05/23/2026,05/23/2026,Barry University,Catawba College,4-0;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: Barry University vs Catawba College - Men,05/23/2026,"7-5, 6-2;","Lynch, Adam",M,,,,,,,,,,"Berne, Mateo",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Barry University,Catawba College,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/catawba/boxscore/15143,,,,,USA,05/23/2026,05/23/2026,Barry University,Catawba College,4-0;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: Barry University vs Catawba College - Men,05/23/2026,"6-7(3), 3-0;","Bergonzi, Luca",M,,,,,,,,,,"Machado, Thomas",M,,,,,,,,,,Unfinished,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Catawba College,Barry University,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/catawba/boxscore/15143,,,,,USA,05/23/2026,05/23/2026,Barry University,Catawba College,4-0;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: Barry University vs Catawba College - Men,05/23/2026,"7-5, 6-2;","Azoulay, Elie",M,,,,,,,,,,"Inagawa, Ryosuke",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Barry University,Catawba College,https://gobarrybucs.com/sports/mens-tennis/stats/2025-26/catawba/boxscore/15143,,,,,USA,05/23/2026,05/23/2026,Barry University,Catawba College,4-0;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: Flagler College vs University of West Florida - Men,5/23/2026,"6-3, 6-0;","Borlee, Ilian",M,,,,,,,,,,"Couto, Vicente",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Flagler College,University of West Florida,https://flaglerathletics.com/sports/mens-tennis/stats/2025-26/west-florida-semifinal-/boxscore/13635,,,,,USA,5/23/2026,5/23/2026,Flagler College,University of West Florida,4-2;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: Flagler College vs University of West Florida - Men,5/23/2026,"6-7(3), 6-1, 0-UF;","El Rafie, Aly",M,,,,,,,,,,"Sabio, Rafael",M,,,,,,,,,,Unfinished,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Flagler College,University of West Florida,https://flaglerathletics.com/sports/mens-tennis/stats/2025-26/west-florida-semifinal-/boxscore/13635,,,,,USA,5/23/2026,5/23/2026,Flagler College,University of West Florida,4-2;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: Flagler College vs University of West Florida - Men,5/23/2026,"6-2, 6-2;","Quintela, Gonalo",M,,,,,,,,,,"Kana, Filip",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,University of West Florida,Flagler College,https://flaglerathletics.com/sports/mens-tennis/stats/2025-26/west-florida-semifinal-/boxscore/13635,,,,,USA,5/23/2026,5/23/2026,Flagler College,University of West Florida,4-2;,College,College
,Yellow,,#6 Singles,Singles,Dual Match: Flagler College vs University of West Florida - Men,5/23/2026,"7-5, 6-0;","Hradilek, Oliver",M,,,,,,,,,,"Neyelov, Mark",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Flagler College,University of West Florida,https://flaglerathletics.com/sports/mens-tennis/stats/2025-26/west-florida-semifinal-/boxscore/13635,,,,,USA,5/23/2026,5/23/2026,Flagler College,University of West Florida,4-2;,College,College
,Yellow,,#1 Doubles,Doubles,Dual Match: Flagler College vs Queens College - Men,5/20/2026,6-1;,"Borlee, Ilian",M,,,,,"Malis, Simon",M,,,,"Linck, Samuel",M,,,,,"Akbarov, Said",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,Flagler College,,Queens College,Dual Match,Flagler College,Queens College,https://queensknights.com/sports/mens-tennis/stats/2025-26/flagler-college-no-6-seed-/boxscore/7922,,,,,USA,5/20/2026,5/20/2026,Flagler College,Queens College,4-0;,College,College
,Yellow,,#2 Doubles,Doubles,Dual Match: Flagler College vs Queens College - Men,5/20/2026,5-1;,"Laur, Adam",M,,,,,"Martin-Gibiard, Alexis",M,,,,"El Rafie, Aly",M,,,,,"Kana, Filip",M,,,,Unfinished,,Male,,,,,USA,,,,,,College,College,,Queens College,,Flagler College,Dual Match,Queens College,Flagler College,https://queensknights.com/sports/mens-tennis/stats/2025-26/flagler-college-no-6-seed-/boxscore/7922,,,,,USA,5/20/2026,5/20/2026,Flagler College,Queens College,4-0;,College,College
,Yellow,,#3 Doubles,Doubles,Dual Match: Flagler College vs Queens College - Men,5/20/2026,6-1;,"Rafiq, Aniss",M,,,,,"Hradilek, Oliver",M,,,,"Andersson, Tim",M,,,,,"Foix Sotos, Lucas",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,Flagler College,,Queens College,Dual Match,Flagler College,Queens College,https://queensknights.com/sports/mens-tennis/stats/2025-26/flagler-college-no-6-seed-/boxscore/7922,,,,,USA,5/20/2026,5/20/2026,Flagler College,Queens College,4-0;,College,College
,Yellow,,#1 Singles,Singles,Dual Match: Flagler College vs Queens College - Men,5/20/2026,"6-3, 6-1;","Malis, Simon",M,,,,,,,,,,"Akbarov, Said",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Flagler College,Queens College,https://queensknights.com/sports/mens-tennis/stats/2025-26/flagler-college-no-6-seed-/boxscore/7922,,,,,USA,5/20/2026,5/20/2026,Flagler College,Queens College,4-0;,College,College
,Yellow,,#2 Singles,Singles,Dual Match: Flagler College vs Queens College - Men,5/20/2026,"6-3, 6-1;","Rafiq, Aniss",M,,,,,,,,,,"Laur, Adam",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Flagler College,Queens College,https://queensknights.com/sports/mens-tennis/stats/2025-26/flagler-college-no-6-seed-/boxscore/7922,,,,,USA,5/20/2026,5/20/2026,Flagler College,Queens College,4-0;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: Flagler College vs Queens College - Men,5/20/2026,"6-1, 2-6, 1-1;","Foix Sotos, Lucas",M,,,,,,,,,,"Borlee, Ilian",M,,,,,,,,,,Unfinished,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Queens College,Flagler College,https://queensknights.com/sports/mens-tennis/stats/2025-26/flagler-college-no-6-seed-/boxscore/7922,,,,,USA,5/20/2026,5/20/2026,Flagler College,Queens College,4-0;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: Flagler College vs Queens College - Men,5/20/2026,"6-1, 6-1;","El Rafie, Aly",M,,,,,,,,,,"Andersson, Tim",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Flagler College,Queens College,https://queensknights.com/sports/mens-tennis/stats/2025-26/flagler-college-no-6-seed-/boxscore/7922,,,,,USA,5/20/2026,5/20/2026,Flagler College,Queens College,4-0;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: Flagler College vs Queens College - Men,5/20/2026,"6-1, 5-4;","Martin-Gibiard, Alexis",M,,,,,,,,,,"Rousson, Raphael",M,,,,,,,,,,Unfinished,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Queens College,Flagler College,https://queensknights.com/sports/mens-tennis/stats/2025-26/flagler-college-no-6-seed-/boxscore/7922,,,,,USA,5/20/2026,5/20/2026,Flagler College,Queens College,4-0;,College,College
,Yellow,,#6 Singles,Singles,Dual Match: Flagler College vs Queens College - Men,5/20/2026,"4-6, 0-3;","Linck, Samuel",M,,,,,,,,,,"Hradilek, Oliver",M,,,,,,,,,,Unfinished,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,Queens College,Flagler College,https://queensknights.com/sports/mens-tennis/stats/2025-26/flagler-college-no-6-seed-/boxscore/7922,,,,,USA,5/20/2026,5/20/2026,Flagler College,Queens College,4-0;,College,College
,Yellow,,#1 Doubles,Doubles,"Dual Match: Concordia University, Nebraska vs Hastings College - Men",2026-03-25,6-3;,"Lopez, Leo",M,,,,,"Caballeros, Daniel",M,,,,"Carter, Joel",M,,,,,"Ingwerson, Aden",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,"Concordia University, Nebraska",,Hastings College,Dual Match,"Concordia University, Nebraska",Hastings College,https://www.cune.edu/resources/docs/Athletics/mtennis26/stats/hccncm.htm,,,,,USA,2026-03-25,2026-03-25,"Concordia University, Nebraska",Hastings College,7-0;,College,College
,Yellow,,#2 Doubles,Doubles,"Dual Match: Concordia University, Nebraska vs Hastings College - Men",2026-03-25,6-0;,"Fuentes, Hugo",M,,,,,"Abadia, Santiago",M,,,,"Hafer, Ben",M,,,,,"Hafer, Alex",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,"Concordia University, Nebraska",,Hastings College,Dual Match,"Concordia University, Nebraska",Hastings College,https://www.cune.edu/resources/docs/Athletics/mtennis26/stats/hccncm.htm,,,,,USA,2026-03-25,2026-03-25,"Concordia University, Nebraska",Hastings College,7-0;,College,College
,Yellow,,#3 Doubles,Doubles,"Dual Match: Concordia University, Nebraska vs Hastings College - Men",2026-03-25,6-0;,"Velders, Nick",M,,,,,"Bedrosian, Michael",M,,,,"Carter, Caden",M,,,,,"Mins, Ethan",M,,,,Completed,,Male,,,,,USA,,,,,,College,College,,"Concordia University, Nebraska",,Hastings College,Dual Match,"Concordia University, Nebraska",Hastings College,https://www.cune.edu/resources/docs/Athletics/mtennis26/stats/hccncm.htm,,,,,USA,2026-03-25,2026-03-25,"Concordia University, Nebraska",Hastings College,7-0;,College,College
,Yellow,,#1 Singles,Singles,"Dual Match: Concordia University, Nebraska vs Hastings College - Men",2026-03-25,"6-1, 6-0;","Velders, Nick",M,,,,,,,,,,"Carter, Joel",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,"Concordia University, Nebraska",Hastings College,https://www.cune.edu/resources/docs/Athletics/mtennis26/stats/hccncm.htm,,,,,USA,2026-03-25,2026-03-25,"Concordia University, Nebraska",Hastings College,7-0;,College,College
,Yellow,,#2 Singles,Singles,"Dual Match: Concordia University, Nebraska vs Hastings College - Men",2026-03-25,"6-4, 6-4;","Caballeros, Daniel",M,,,,,,,,,,"Hafer, Ben",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,"Concordia University, Nebraska",Hastings College,https://www.cune.edu/resources/docs/Athletics/mtennis26/stats/hccncm.htm,,,,,USA,2026-03-25,2026-03-25,"Concordia University, Nebraska",Hastings College,7-0;,College,College
,Yellow,,#3 Singles,Singles,"Dual Match: Concordia University, Nebraska vs Hastings College - Men",2026-03-25,"6-2, 6-2;","Lopez, Leo",M,,,,,,,,,,"Hafer, Alex",M,,,,,,,,,,Completed,,Male,,,,,USA,,,,,,College,College,,,,,Dual Match,"Concordia University, Nebraska",Hastings College,https://www.cune.edu/resources/docs/Athletics/mtennis26/stats/hccncm.htm,,,,,USA,2026-03-25,2026-03-25,"Concordia University, Nebraska",Hastings College,7-0;,College,College
,Yellow,,#3 Doubles,Doubles,Dual Match: Carnegie Mellon University vs Johns Hopkins University - Women,05/10/26,6-2;,"Li, Rachel",F,,,,,"Zinchenko, Shelly",F,,,,"Loftus, Claire",F,,,,,"Madala, Sahana",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,Carnegie Mellon University,,Johns Hopkins University,Dual Match,Carnegie Mellon University,Johns Hopkins University,https://hopkinssports.com/sports/womens-tennis/stats/2025-26/carnegie-mellon/boxscore/25304,,,,,USA,05/10/26,05/10/26,Carnegie Mellon University,Johns Hopkins University,4-3;,College,College
,Yellow,,#1 Singles,Singles,Dual Match: Carnegie Mellon University vs Johns Hopkins University - Women,05/10/26,"6-2, 6-3;","Kanumuri, Ika",F,,,,,,,,,,"Kim, Sophia",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Carnegie Mellon University,Johns Hopkins University,https://hopkinssports.com/sports/womens-tennis/stats/2025-26/carnegie-mellon/boxscore/25304,,,,,USA,05/10/26,05/10/26,Carnegie Mellon University,Johns Hopkins University,4-3;,College,College
,Yellow,,#2 Singles,Singles,Dual Match: Carnegie Mellon University vs Johns Hopkins University - Women,05/10/26,"7-5, 4-6, 6-2;","Wong, Jane",F,,,,,,,,,,"Melvin, Lia",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Carnegie Mellon University,Johns Hopkins University,https://hopkinssports.com/sports/womens-tennis/stats/2025-26/carnegie-mellon/boxscore/25304,,,,,USA,05/10/26,05/10/26,Carnegie Mellon University,Johns Hopkins University,4-3;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: Carnegie Mellon University vs Johns Hopkins University - Women,05/10/26,"5-7, 6-3, 7-5;","Modak, Kotistha",F,,,,,,,,,,"Wong, Kamila",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Carnegie Mellon University,Johns Hopkins University,https://hopkinssports.com/sports/womens-tennis/stats/2025-26/carnegie-mellon/boxscore/25304,,,,,USA,05/10/26,05/10/26,Carnegie Mellon University,Johns Hopkins University,4-3;,College,College
,Yellow,,#4 Singles,Singles,Dual Match: Carnegie Mellon University vs Johns Hopkins University - Women,05/10/26,"5-7, 6-3, 6-3;","Zinchenko, Shelly",F,,,,,,,,,,"Li, Ava",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Carnegie Mellon University,Johns Hopkins University,https://hopkinssports.com/sports/womens-tennis/stats/2025-26/carnegie-mellon/boxscore/25304,,,,,USA,05/10/26,05/10/26,Carnegie Mellon University,Johns Hopkins University,4-3;,College,College
,Yellow,,#5 Singles,Singles,Dual Match: Carnegie Mellon University vs Johns Hopkins University - Women,05/10/26,"7-6(0), 6-1;","Sanjeev, Sahana",F,,,,,,,,,,"Gazda, Victoria",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Johns Hopkins University,Carnegie Mellon University,https://hopkinssports.com/sports/womens-tennis/stats/2025-26/carnegie-mellon/boxscore/25304,,,,,USA,05/10/26,05/10/26,Carnegie Mellon University,Johns Hopkins University,4-3;,College,College
,Yellow,,#6 Singles,Singles,Dual Match: Carnegie Mellon University vs Johns Hopkins University - Women,05/10/26,"6-0, 6-2;","Madala, Sahana",F,,,,,,,,,,"Dolensek, Ancele",F,,,,,,,,,,Completed,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,Johns Hopkins University,Carnegie Mellon University,https://hopkinssports.com/sports/womens-tennis/stats/2025-26/carnegie-mellon/boxscore/25304,,,,,USA,05/10/26,05/10/26,Carnegie Mellon University,Johns Hopkins University,4-3;,College,College
,Yellow,,#1 Doubles,Doubles,Dual Match: St. Thomas University vs New College of Florida - Women,03/21/2026,5-4;,"Miralles, Marta",F,,,,,"Andres Rodriguez, Alicia",F,,,,"Schulte, Emilia",F,,,,,"Rogel, Itza",F,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,St. Thomas University,,New College of Florida,Dual Match,St. Thomas University,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/st-thomas-university-fla-/boxscore/826,,,,,USA,03/21/2026,03/21/2026,St. Thomas University,New College of Florida,4-0;,College,College
,Yellow,,#2 Doubles,Doubles,Dual Match: St. Thomas University vs New College of Florida - Women,03/21/2026,6-2;,"Akin, Sezin",F,,,,,"Carerra, Sachely",F,,,,"Chellas, Madeleine",F,,,,,"Cardona-Carballosa, Camila",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,St. Thomas University,,New College of Florida,Dual Match,St. Thomas University,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/st-thomas-university-fla-/boxscore/826,,,,,USA,03/21/2026,03/21/2026,St. Thomas University,New College of Florida,4-0;,College,College
,Yellow,,#3 Doubles,Doubles,Dual Match: St. Thomas University vs New College of Florida - Women,03/21/2026,6-0;,"Burgos, Jenesie",F,,,,,"Antonini, Caterina",F,,,,"Sibrikova, Alexandra",F,,,,,"Rizzo, Gia",F,,,,Completed,,Female,,,,,USA,,,,,,College,College,,St. Thomas University,,New College of Florida,Dual Match,St. Thomas University,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/st-thomas-university-fla-/boxscore/826,,,,,USA,03/21/2026,03/21/2026,St. Thomas University,New College of Florida,4-0;,College,College
,Yellow,,#1 Singles,Singles,Dual Match: St. Thomas University vs New College of Florida - Women,03/21/2026,"6-2, 4-3;","Antonini, Caterina",F,,,,,,,,,,"Chellas, Madeleine",F,,,,,,,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,St. Thomas University,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/st-thomas-university-fla-/boxscore/826,,,,,USA,03/21/2026,03/21/2026,St. Thomas University,New College of Florida,4-0;,College,College
,Yellow,,#2 Singles,Singles,Dual Match: St. Thomas University vs New College of Florida - Women,03/21/2026,"6-4, 4-2;","Cardona-Carballosa, Camila",F,,,,,,,,,,"Roguet, Maeva",F,,,,,,,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,New College of Florida,St. Thomas University,https://gomightybanyans.com/sports/womens-tennis/stats/2026/st-thomas-university-fla-/boxscore/826,,,,,USA,03/21/2026,03/21/2026,St. Thomas University,New College of Florida,4-0;,College,College
,Yellow,,#3 Singles,Singles,Dual Match: St. Thomas University vs New College of Florida - Women,03/21/2026,"6-4, 3-4;","Carerra, Sachely",F,,,,,,,,,,"Schulte, Emilia",F,,,,,,,,,,Unfinished,,Female,,,,,USA,,,,,,College,College,,,,,Dual Match,St. Thomas University,New College of Florida,https://gomightybanyans.com/sports/womens-tennis/stats/2026/st-thomas-university-fla-/boxscore/826,,,,,USA,03/21/2026,03/21/2026,St. Thomas University,New College of Florida,4-0;,College,College
